Flow,Month,Trade Value,Country
Imports,2010-05,29919899,Finland
Imports,2010-05,276821197,France
Imports,2010-05,952750468,Germany
Imports,2010-05,4190126,Greece
Imports,2010-05,30499963,Hungary
Imports,2010-05,64980694,Ireland
Imports,2010-05,347156614,Italy
Imports,2010-05,452205,Latvia
Imports,2010-05,1958364,Lithuania
Imports,2010-05,6442521,Luxembourg
Imports,2010-05,11546200,Malta
Imports,2010-05,307530018,Netherlands
Imports,2010-05,25866314,Poland
Imports,2010-05,28085033,Portugal
Imports,2010-05,6811490,Romania
Imports,2010-05,7665805,Slovakia
Imports,2010-05,7990245,Slovenia
Imports,2010-05,271321595,Spain
Imports,2010-05,83117391,Sweden
Imports,2010-06,45373640,Austria
Imports,2010-06,62227263,Belgium
Imports,2010-06,2038036,Bulgary
Imports,2010-06,886961,Croatia
Imports,2010-06,113757,Cyprus
Imports,2010-06,34876375,Czech_Republic
Imports,2010-06,59806077,Denmark
Imports,2010-06,10228870,Estonia
Imports,2010-06,1862371,European_Community
Imports,2010-06,31615169,Finland
Imports,2010-06,294650095,France
Imports,2010-06,912051112,Germany
Imports,2010-06,34762760,Greece
Imports,2010-06,31723710,Hungary
Imports,2010-06,77471461,Ireland
Imports,2010-06,332252100,Italy
Imports,2010-06,462803,Latvia
Imports,2010-06,1317327,Lithuania
Imports,2010-06,5419957,Luxembourg
Imports,2010-06,8180000,Malta
Imports,2010-06,259121411,Netherlands
Imports,2010-06,30254385,Poland
Imports,2010-06,65273602,Portugal
Imports,2010-06,6298383,Romania
Imports,2010-06,9677291,Slovakia
Imports,2010-06,8191113,Slovenia
Imports,2010-06,287597469,Spain
Imports,2010-06,83130082,Sweden
Imports,2010-07,55002168,Austria
Imports,2010-07,62930474,Belgium
Imports,2010-07,3791612,Bulgary
Imports,2010-07,1341467,Croatia
Imports,2010-07,169837,Cyprus
Imports,2010-07,39657379,Czech_Republic
Imports,2010-07,37766377,Denmark
Imports,2010-07,852542,Estonia
Imports,2010-07,19388952,European_Community
Imports,2010-07,33795864,Finland
Imports,2010-07,293082744,France
Imports,2010-07,913897853,Germany
Imports,2010-07,5988096,Greece
Imports,2010-07,41090430,Hungary
Imports,2010-07,67857141,Ireland
Imports,2010-07,299429451,Italy
Imports,2010-07,333445,Latvia
Imports,2010-07,1542198,Lithuania
Imports,2010-07,6999552,Luxembourg
Imports,2010-07,7501039,Malta
Imports,2010-07,165510838,Netherlands
Imports,2010-07,34634989,Poland
Imports,2010-07,36831518,Portugal
Imports,2010-07,8299179,Romania
Imports,2010-07,8140575,Slovakia
Imports,2010-07,6055897,Slovenia
Imports,2010-07,232764934,Spain
Imports,2010-07,83914929,Sweden
Imports,2010-08,55306015,Austria
Imports,2010-08,64252828,Belgium
Imports,2010-08,2602126,Bulgary
Imports,2010-08,628102,Croatia
Imports,2010-08,399824,Cyprus
Imports,2010-08,35192266,Czech_Republic
Imports,2010-08,44513501,Denmark
Imports,2010-08,990500,Estonia
Imports,2010-08,1241403,European_Community
Imports,2010-08,26243053,Finland
Imports,2010-08,243253816,France
Imports,2010-08,1075766030,Germany
Imports,2010-08,8969093,Greece
Imports,2010-08,37166518,Hungary
Imports,2010-08,86311614,Ireland
Imports,2010-08,418467410,Italy
Imports,2010-08,538936,Latvia
Imports,2010-08,1443290,Lithuania
Imports,2010-08,7859799,Luxembourg
Imports,2010-08,13780291,Malta
Imports,2010-08,260705143,Netherlands
Imports,2010-08,29901619,Poland
Imports,2010-08,50699975,Portugal
Imports,2010-08,8575644,Romania
Imports,2010-08,10370885,Slovakia
Imports,2010-08,7097663,Slovenia
Imports,2010-08,293175826,Spain
Imports,2010-08,105497468,Sweden
Imports,2010-09,62141984,Austria
Imports,2010-09,76217666,Belgium
Imports,2010-09,3178524,Bulgary
Imports,2010-09,945349,Croatia
Imports,2010-09,6693,Cyprus
Imports,2010-09,31952313,Czech_Republic
Imports,2010-09,42675440,Denmark
Imports,2010-09,1267636,Estonia
Imports,2010-09,945432,European_Community
Imports,2010-09,30305979,Finland
Imports,2010-09,215151501,France
Imports,2010-09,893276130,Germany
Imports,2010-09,10810873,Greece
Imports,2010-09,38118208,Hungary
Imports,2010-09,76837680,Ireland
Imports,2010-09,321453963,Italy
Imports,2010-09,599241,Latvia
Imports,2010-09,1505474,Lithuania
Imports,2010-09,9010750,Luxembourg
Imports,2010-09,12330477,Malta
Imports,2010-09,294149282,Netherlands
Imports,2010-09,29087600,Poland
Imports,2010-09,33535450,Portugal
Imports,2010-09,9030965,Romania
Imports,2010-09,9396563,Slovakia
Imports,2010-09,5945115,Slovenia
Imports,2010-09,246552551,Spain
Imports,2010-09,76628310,Sweden
Imports,2010-10,53560365,Austria
Imports,2010-10,67626317,Belgium
Imports,2010-10,4086479,Bulgary
Imports,2010-10,4153747,Croatia
Imports,2010-10,217712,Cyprus
Imports,2010-10,34835242,Czech_Republic
Imports,2010-10,63622807,Denmark
Imports,2010-10,1097719,Estonia
Imports,2010-10,1971600,European_Community
Imports,2010-10,36182669,Finland
Imports,2010-10,245834614,France
Imports,2010-10,945069565,Germany
Imports,2010-10,4616537,Greece
Imports,2010-10,39403373,Hungary
Imports,2010-10,70720019,Ireland
Imports,2010-10,313273030,Italy
Imports,2010-10,3077383,Latvia
Imports,2010-10,1933323,Lithuania
Imports,2010-10,7559843,Luxembourg
Imports,2010-10,4959732,Malta
Imports,2010-10,280483811,Netherlands
Imports,2010-10,25761924,Poland
Imports,2010-10,37688700,Portugal
Imports,2010-10,8636307,Romania
Imports,2010-10,10505220,Slovakia
Imports,2010-10,7572870,Slovenia
Imports,2010-10,292163800,Spain
Imports,2010-10,81723946,Sweden
Imports,2010-11,55529268,Austria
Imports,2010-11,72499991,Belgium
Imports,2010-11,2810792,Bulgary
Imports,2010-11,942432,Croatia
Imports,2010-11,200866,Cyprus
Imports,2010-11,43963345,Czech_Republic
Imports,2010-11,73790829,Denmark
Imports,2010-11,1026059,Estonia
Imports,2010-11,3213187,European_Community
Imports,2010-11,35978707,Finland
Imports,2010-11,223308608,France
Imports,2010-11,1020913988,Germany
Imports,2010-11,7684462,Greece
Imports,2010-11,39942003,Hungary
Imports,2010-11,85091414,Ireland
Imports,2010-11,392844016,Italy
Imports,2010-11,1186786,Latvia
Imports,2010-11,1332340,Lithuania
Imports,2010-11,7512664,Luxembourg
Imports,2010-11,9106573,Malta
Imports,2010-11,190498395,Netherlands
Imports,2010-11,30372718,Poland
Imports,2010-11,45284015,Portugal
Imports,2010-11,7863982,Romania
Imports,2010-11,9272062,Slovakia
Imports,2010-11,5400331,Slovenia
Imports,2010-11,257062833,Spain
Imports,2010-11,87662214,Sweden
Imports,2010-12,53266454,Austria
Imports,2010-12,48336549,Belgium
Imports,2010-12,3840425,Bulgary
Imports,2010-12,715536,Croatia
Imports,2010-12,265763,Cyprus
Imports,2010-12,37844408,Czech_Republic
Imports,2010-12,40517408,Denmark
Imports,2010-12,9289775,Estonia
Imports,2010-12,40786393,European_Community
Imports,2010-12,35318499,Finland
Imports,2010-12,282280184,France
Imports,2010-12,957543586,Germany
Imports,2010-12,7268604,Greece
Imports,2010-12,37624157,Hungary
Imports,2010-12,63206253,Ireland
Imports,2010-12,419031644,Italy
Imports,2010-12,306207,Latvia
Imports,2010-12,23925780,Lithuania
Imports,2010-12,7913654,Luxembourg
Imports,2010-12,6114097,Malta
Imports,2010-12,209984172,Netherlands
Imports,2010-12,38820575,Poland
Imports,2010-12,62349367,Portugal
Imports,2010-12,7872045,Romania
Imports,2010-12,12591344,Slovakia
Imports,2010-12,6169160,Slovenia
Imports,2010-12,392096203,Spain
Imports,2010-12,73909171,Sweden
Imports,2011-01,53936412,Austria
Imports,2011-01,63272160,Belgium
Imports,2011-01,3190510,Bulgary
Imports,2011-01,2220956,Croatia
Imports,2011-01,261577,Cyprus
Imports,2011-01,33678370,Czech_Republic
Imports,2011-01,24708824,Denmark
Imports,2011-01,2532474,Estonia
Imports,2011-01,2214707,European_Community
Imports,2011-01,24631658,Finland
Imports,2011-01,220835829,France
Imports,2011-01,965831925,Germany
Imports,2011-01,8061400,Greece
Imports,2011-01,30225032,Hungary
Imports,2011-01,63695901,Ireland
Imports,2011-01,317560860,Italy
Imports,2011-01,331080,Latvia
Imports,2011-01,7606225,Lithuania
Imports,2011-01,7174901,Luxembourg
Imports,2011-01,12687015,Malta
Imports,2011-01,178919998,Netherlands
Imports,2011-01,31162906,Poland
Imports,2011-01,53302102,Portugal
Imports,2011-01,10734783,Romania
Imports,2011-01,9021672,Slovakia
Imports,2011-01,4703544,Slovenia
Imports,2011-01,267671989,Spain
Imports,2011-01,70004707,Sweden
Imports,2011-02,59734780,Austria
Imports,2011-02,70056706,Belgium
Imports,2011-02,3115055,Bulgary
Imports,2011-02,916111,Croatia
Imports,2011-02,316282,Cyprus
Imports,2011-02,44996092,Czech_Republic
Imports,2011-02,36534805,Denmark
Imports,2011-02,1148408,Estonia
Imports,2011-02,2587988,European_Community
Imports,2011-02,35772892,Finland
Imports,2011-02,241425390,France
Imports,2011-02,870095290,Germany
Imports,2011-02,8631986,Greece
Imports,2011-02,27415164,Hungary
Imports,2011-02,73535859,Ireland
Imports,2011-02,303372585,Italy
Imports,2011-02,406890,Latvia
Imports,2011-02,1738245,Lithuania
Imports,2011-02,8371103,Luxembourg
Imports,2011-02,6424636,Malta
Imports,2011-02,119229254,Netherlands
Imports,2011-02,29685835,Poland
Imports,2011-02,31926090,Portugal
Imports,2011-02,7273095,Romania
Imports,2011-02,7653268,Slovakia
Imports,2011-02,8857041,Slovenia
Imports,2011-02,212266969,Spain
Imports,2011-02,79929049,Sweden
Imports,2011-03,56791117,Austria
Imports,2011-03,81493435,Belgium
Imports,2011-03,3533516,Bulgary
Imports,2011-03,998880,Croatia
Imports,2011-03,3917,Cyprus
Imports,2011-03,43150517,Czech_Republic
Imports,2011-03,37415002,Denmark
Imports,2011-03,1401244,Estonia
Imports,2011-03,2449783,European_Community
Imports,2011-03,36626457,Finland
Imports,2011-03,285934282,France
Imports,2011-03,1169608995,Germany
Imports,2011-03,11001584,Greece
Imports,2011-03,33947601,Hungary
Imports,2011-03,81579913,Ireland
Imports,2011-03,406161282,Italy
Imports,2011-03,689546,Latvia
Imports,2011-03,5144912,Lithuania
Imports,2011-03,5491621,Luxembourg
Imports,2011-03,9031589,Malta
Imports,2011-03,145726549,Netherlands
Imports,2011-03,42952784,Poland
Imports,2011-03,51200878,Portugal
Imports,2011-03,12673166,Romania
Imports,2011-03,12132905,Slovakia
Imports,2011-03,12834899,Slovenia
Imports,2011-03,302608901,Spain
Imports,2011-03,102639469,Sweden
Imports,2011-04,66031671,Austria
Imports,2011-04,69723705,Belgium
Imports,2011-04,3123661,Bulgary
Imports,2011-04,784696,Croatia
Imports,2011-04,257465,Cyprus
Imports,2011-04,41172001,Czech_Republic
Imports,2011-04,32478922,Denmark
Imports,2011-04,2148551,Estonia
Imports,2011-04,2458250,European_Community
Imports,2011-04,49686666,Finland
Imports,2011-04,248819268,France
Imports,2011-04,997209973,Germany
Imports,2011-04,18428162,Greece
Imports,2011-04,32308677,Hungary
Imports,2011-04,70407546,Ireland
Imports,2011-04,403334204,Italy
Imports,2011-04,2379787,Latvia
Imports,2011-04,1610222,Lithuania
Imports,2011-04,6487689,Luxembourg
Imports,2011-04,12308616,Malta
Imports,2011-04,75396518,Netherlands
Imports,2011-04,34000711,Poland
Imports,2011-04,25744879,Portugal
Imports,2011-04,8310162,Romania
Imports,2011-04,11256633,Slovakia
Imports,2011-04,11181229,Slovenia
Imports,2011-04,289013168,Spain
Imports,2011-04,104787604,Sweden
Imports,2011-05,72387706,Austria
Imports,2011-05,100845448,Belgium
Imports,2011-05,3801111,Bulgary
Imports,2011-05,836362,Croatia
Imports,2011-05,253516,Cyprus
Imports,2011-05,45853099,Czech_Republic
Imports,2011-05,37563776,Denmark
Imports,2011-05,2254797,Estonia
Imports,2011-05,2320459,European_Community
Imports,2011-05,40262406,Finland
Imports,2011-05,255239077,France
Imports,2011-05,1169094196,Germany
Imports,2011-05,9042843,Greece
Imports,2011-05,35612694,Hungary
Imports,2011-05,80254137,Ireland
Imports,2011-05,439827674,Italy
Imports,2011-05,52198996,Latvia
Imports,2011-05,2653472,Lithuania
Imports,2011-05,12400003,Luxembourg
Imports,2011-05,5491184,Malta
Imports,2011-05,344130673,Netherlands
Imports,2011-05,40681379,Poland
Imports,2011-05,48342670,Portugal
Imports,2011-05,9550567,Romania
Imports,2011-05,10333113,Slovakia
Imports,2011-05,8219699,Slovenia
Imports,2011-05,293765176,Spain
Imports,2011-05,130764035,Sweden
Imports,2011-06,61338981,Austria
Imports,2011-06,64813948,Belgium
Imports,2011-06,9246346,Bulgary
Imports,2011-06,1354288,Croatia
Imports,2011-06,53388,Cyprus
Imports,2011-06,49638611,Czech_Republic
Imports,2011-06,41951426,Denmark
Imports,2011-06,2320686,Estonia
Imports,2011-06,2544747,European_Community
Imports,2011-06,29794494,Finland
Imports,2011-06,299950758,France
Imports,2011-06,1118639846,Germany
Imports,2011-06,9791824,Greece
Imports,2011-06,34433970,Hungary
Imports,2011-06,83780959,Ireland
Imports,2011-06,442683077,Italy
Imports,2011-06,572318,Latvia
Imports,2011-06,2663783,Lithuania
Imports,2011-06,7176990,Luxembourg
Imports,2011-06,8395783,Malta
Imports,2011-06,230339795,Netherlands
Imports,2011-06,39640879,Poland
Imports,2011-06,37824571,Portugal
Imports,2011-06,10481170,Romania
Imports,2011-06,9457811,Slovakia
Imports,2011-06,9269061,Slovenia
Imports,2011-06,406833675,Spain
Imports,2011-06,120660810,Sweden
Imports,2011-07,63282269,Austria
Imports,2011-07,71835467,Belgium
Imports,2011-07,3946613,Bulgary
Imports,2011-07,1047954,Croatia
Imports,2011-07,4029,Cyprus
Imports,2011-07,39830482,Czech_Republic
Imports,2011-07,37412211,Denmark
Imports,2011-07,3742291,Estonia
Imports,2011-07,2482166,European_Community
Imports,2011-07,29387517,Finland
Imports,2011-07,364936358,France
Imports,2011-07,1150025406,Germany
Imports,2011-07,10204334,Greece
Imports,2011-07,31246256,Hungary
Imports,2011-07,81732865,Ireland
Imports,2011-07,481351496,Italy
Imports,2011-07,707569,Latvia
Imports,2011-07,1320683,Lithuania
Imports,2011-07,6795293,Luxembourg
Imports,2011-07,6359072,Malta
Imports,2011-07,377403967,Netherlands
Imports,2011-07,39231199,Poland
Imports,2011-07,39359884,Portugal
Imports,2011-07,11931658,Romania
Imports,2011-07,10952226,Slovakia
Imports,2011-07,9907726,Slovenia
Imports,2011-07,361640421,Spain
Imports,2011-07,98609505,Sweden
Imports,2011-08,63608489,Austria
Imports,2011-08,66913177,Belgium
Imports,2011-08,5338635,Bulgary
Imports,2011-08,1363334,Croatia
Imports,2011-08,303223,Cyprus
Imports,2011-08,46122338,Czech_Republic
Imports,2011-08,37425516,Denmark
Imports,2011-08,2782215,Estonia
Imports,2011-08,17218146,European_Community
Imports,2011-08,32082963,Finland
Imports,2011-08,331237530,France
Imports,2011-08,1217776979,Germany
Imports,2011-08,11421439,Greece
Imports,2011-08,35030840,Hungary
Imports,2011-08,91746770,Ireland
Imports,2011-08,422656092,Italy
Imports,2011-08,1155961,Latvia
Imports,2011-08,2267818,Lithuania
Imports,2011-08,13423090,Luxembourg
Imports,2011-08,12567836,Malta
Imports,2011-08,493755670,Netherlands
Imports,2011-08,48167136,Poland
Imports,2011-08,54019890,Portugal
Imports,2011-08,11576165,Romania
Imports,2011-08,9514343,Slovakia
Imports,2011-08,9970524,Slovenia
Imports,2011-08,379050377,Spain
Imports,2011-08,90799099,Sweden
Imports,2011-09,61241803,Austria
Imports,2011-09,72720623,Belgium
Imports,2011-09,4326510,Bulgary
Imports,2011-09,1116999,Croatia
Imports,2011-09,259739,Cyprus
Imports,2011-09,43551604,Czech_Republic
Imports,2011-09,49582568,Denmark
Imports,2011-09,5797526,Estonia
Imports,2011-09,7304010,European_Community
Imports,2011-09,30691294,Finland
Imports,2011-09,295561593,France
Imports,2011-09,1042405158,Germany
Imports,2011-09,8824181,Greece
Imports,2011-09,36207090,Hungary
Imports,2011-09,79531526,Ireland
Imports,2011-09,457565917,Italy
Imports,2011-09,674128,Latvia
Imports,2011-09,1134289,Lithuania
Imports,2011-09,6899701,Luxembourg
Imports,2011-09,9115666,Malta
Imports,2011-09,427784691,Netherlands
Imports,2011-09,63111668,Poland
Imports,2011-09,76328236,Portugal
Imports,2011-09,15460057,Romania
Imports,2011-09,9601857,Slovakia
Imports,2011-09,9698000,Slovenia
Imports,2011-09,320844726,Spain
Imports,2011-09,88068366,Sweden
Imports,2011-10,69002391,Austria
Imports,2011-10,68783603,Belgium
Imports,2011-10,3708596,Bulgary
Imports,2011-10,1366116,Croatia
Imports,2011-10,268790,Cyprus
Imports,2011-10,46810610,Czech_Republic
Imports,2011-10,36300616,Denmark
Imports,2011-10,2981129,Estonia
Imports,2011-10,2318353,European_Community
Imports,2011-10,29936254,Finland
Imports,2011-10,267332365,France
Imports,2011-10,1060094089,Germany
Imports,2011-10,10870410,Greece
Imports,2011-10,38833279,Hungary
Imports,2011-10,74999915,Ireland
Imports,2011-10,367963655,Italy
Imports,2011-10,1032177,Latvia
Imports,2011-10,1660013,Lithuania
Imports,2011-10,4733524,Luxembourg
Imports,2011-10,7792819,Malta
Imports,2011-10,429485675,Netherlands
Imports,2011-10,55883761,Poland
Imports,2011-10,41140089,Portugal
Imports,2011-10,11443309,Romania
Imports,2011-10,12772187,Slovakia
Imports,2011-10,7228702,Slovenia
Imports,2011-10,300690721,Spain
Imports,2011-10,91310305,Sweden
Imports,2011-11,60122030,Austria
Imports,2011-11,70841454,Belgium
Imports,2011-11,4280723,Bulgary
Imports,2011-11,878266,Croatia
Imports,2011-11,508637,Cyprus
Imports,2011-11,48800999,Czech_Republic
Imports,2011-11,40861323,Denmark
Imports,2011-11,1286468,Estonia
Imports,2011-11,1754514,European_Community
Imports,2011-11,30058158,Finland
Imports,2011-11,260405500,France
Imports,2011-11,1063490382,Germany
Imports,2011-11,11728222,Greece
Imports,2011-11,42319233,Hungary
Imports,2011-11,65228536,Ireland
Imports,2011-11,420421430,Italy
Imports,2011-11,819873,Latvia
Imports,2011-11,2137826,Lithuania
Imports,2011-11,5839036,Luxembourg
Imports,2011-11,47059275,Malta
Imports,2011-11,158736632,Netherlands
Imports,2011-11,59308650,Poland
Imports,2011-11,35089838,Portugal
Imports,2011-11,14357238,Romania
Imports,2011-11,9073866,Slovakia
Imports,2011-11,7538503,Slovenia
Imports,2011-11,317103950,Spain
Imports,2011-11,84913716,Sweden
Imports,2011-12,61597949,Austria
Imports,2011-12,72585427,Belgium
Imports,2011-12,4130243,Bulgary
Imports,2011-12,1406321,Croatia
Imports,2011-12,482059,Cyprus
Imports,2011-12,57268925,Czech_Republic
Imports,2011-12,30244015,Denmark
Imports,2011-12,3025994,Estonia
Imports,2011-12,2402672,European_Community
Imports,2011-12,34641373,Finland
Imports,2011-12,277271081,France
Imports,2011-12,1004715929,Germany
Imports,2011-12,11543621,Greece
Imports,2011-12,37730418,Hungary
Imports,2011-12,76307866,Ireland
Imports,2011-12,484766421,Italy
Imports,2011-12,1214995,Latvia
Imports,2011-12,12116851,Lithuania
Imports,2011-12,6094509,Luxembourg
Imports,2011-12,8094278,Malta
Imports,2011-12,74687162,Netherlands
Imports,2011-12,43207204,Poland
Imports,2011-12,24683361,Portugal
Imports,2011-12,13056921,Romania
Imports,2011-12,8409277,Slovakia
Imports,2011-12,6131408,Slovenia
Imports,2011-12,369023632,Spain
Imports,2011-12,82161396,Sweden
Imports,2012-01,62024034,Austria
Imports,2012-01,63966561,Belgium
Imports,2012-01,4148669,Bulgary
Imports,2012-01,2812217,Croatia
Imports,2012-01,258137,Cyprus
Imports,2012-01,45895165,Czech_Republic
Imports,2012-01,40438634,Denmark
Imports,2012-01,3582326,Estonia
Imports,2012-01,3177205,European_Community
Imports,2012-01,26200681,Finland
Imports,2012-01,292715952,France
Imports,2012-01,996122093,Germany
Imports,2012-01,10746949,Greece
Imports,2012-01,31327881,Hungary
Imports,2012-01,72918313,Ireland
Imports,2012-01,474065784,Italy
Imports,2012-01,2157649,Latvia
Imports,2012-01,1901513,Lithuania
Imports,2012-01,11568259,Luxembourg
Imports,2012-01,7061807,Malta
Imports,2012-01,145922019,Netherlands
Imports,2012-01,46865722,Poland
Imports,2012-01,33362126,Portugal
Imports,2012-01,11663152,Romania
Imports,2012-01,9838984,Slovakia
Imports,2012-01,6719217,Slovenia
Imports,2012-01,279223652,Spain
Imports,2012-01,109895650,Sweden
Imports,2012-02,81794359,Austria
Imports,2012-02,88559537,Belgium
Imports,2012-02,3537928,Bulgary
Imports,2012-02,2202001,Croatia
Imports,2012-02,91560,Cyprus
Imports,2012-02,41366891,Czech_Republic
Imports,2012-02,34471649,Denmark
Imports,2012-02,9519180,Estonia
Imports,2012-02,5492132,European_Community
Imports,2012-02,48668901,Finland
Imports,2012-02,279660056,France
Imports,2012-02,1055393500,Germany
Imports,2012-02,8189990,Greece
Imports,2012-02,35926014,Hungary
Imports,2012-02,83112513,Ireland
Imports,2012-02,363073944,Italy
Imports,2012-02,2311092,Latvia
Imports,2012-02,1652635,Lithuania
Imports,2012-02,3531877,Luxembourg
Imports,2012-02,6616951,Malta
Imports,2012-02,86084844,Netherlands
Imports,2012-02,46123754,Poland
Imports,2012-02,29239894,Portugal
Imports,2012-02,12019325,Romania
Imports,2012-02,12372569,Slovakia
Imports,2012-02,6229512,Slovenia
Imports,2012-02,322571183,Spain
Imports,2012-02,101430026,Sweden
Imports,2012-03,73541296,Austria
Imports,2012-03,74682875,Belgium
Imports,2012-03,3898730,Bulgary
Imports,2012-03,2815233,Croatia
Imports,2012-03,426402,Cyprus
Imports,2012-03,44061174,Czech_Republic
Imports,2012-03,35942011,Denmark
Imports,2012-03,8699984,Estonia
Imports,2012-03,3162524,European_Community
Imports,2012-03,39140323,Finland
Imports,2012-03,292577262,France
Imports,2012-03,1198336927,Germany
Imports,2012-03,10948971,Greece
Imports,2012-03,40527263,Hungary
Imports,2012-03,74470354,Ireland
Imports,2012-03,449589794,Italy
Imports,2012-03,725993,Latvia
Imports,2012-03,2658711,Lithuania
Imports,2012-03,9811316,Luxembourg
Imports,2012-03,11965131,Malta
Imports,2012-03,219234374,Netherlands
Imports,2012-03,66496636,Poland
Imports,2012-03,45874170,Portugal
Imports,2012-03,12975883,Romania
Imports,2012-03,12608293,Slovakia
Imports,2012-03,7634229,Slovenia
Imports,2012-03,357916846,Spain
Imports,2012-03,124993525,Sweden
Imports,2012-04,66361759,Austria
Imports,2012-04,88122402,Belgium
Imports,2012-04,5304081,Bulgary
Imports,2012-04,2767550,Croatia
Imports,2012-04,494810,Cyprus
Imports,2012-04,54316421,Czech_Republic
Imports,2012-04,36104635,Denmark
Imports,2012-04,15906606,Estonia
Imports,2012-04,1980390,European_Community
Imports,2012-04,27637150,Finland
Imports,2012-04,377860249,France
Imports,2012-04,1098068919,Germany
Imports,2012-04,10856834,Greece
Imports,2012-04,35999516,Hungary
Imports,2012-04,78611581,Ireland
Imports,2012-04,441769153,Italy
Imports,2012-04,726682,Latvia
Imports,2012-04,1661067,Lithuania
Imports,2012-04,6391069,Luxembourg
Imports,2012-04,8155729,Malta
Imports,2012-04,374546024,Netherlands
Imports,2012-04,55641181,Poland
Imports,2012-04,55181417,Portugal
Imports,2012-04,10031207,Romania
Imports,2012-04,12698677,Slovakia
Imports,2012-04,8466006,Slovenia
Imports,2012-04,351038267,Spain
Imports,2012-04,88525609,Sweden
Imports,2012-05,85728773,Austria
Imports,2012-05,88648875,Belgium
Imports,2012-05,3877630,Bulgary
Imports,2012-05,1771049,Croatia
Imports,2012-05,368846,Cyprus
Imports,2012-05,51201370,Czech_Republic
Imports,2012-05,36446345,Denmark
Imports,2012-05,19806349,Estonia
Imports,2012-05,2164036,European_Community
Imports,2012-05,40979883,Finland
Imports,2012-05,282441285,France
Imports,2012-05,1207022104,Germany
Imports,2012-05,12840020,Greece
Imports,2012-05,39543388,Hungary
Imports,2012-05,85226819,Ireland
Imports,2012-05,426165424,Italy
Imports,2012-05,1102888,Latvia
Imports,2012-05,3538771,Lithuania
Imports,2012-05,6968470,Luxembourg
Imports,2012-05,10025415,Malta
Imports,2012-05,360641239,Netherlands
Imports,2012-05,45139468,Poland
Imports,2012-05,43043687,Portugal
Imports,2012-05,16186758,Romania
Imports,2012-05,12465236,Slovakia
Imports,2012-05,9572099,Slovenia
Imports,2012-05,348855032,Spain
Imports,2012-05,113096545,Sweden
Imports,2012-06,71629241,Austria
Imports,2012-06,81880182,Belgium
Imports,2012-06,3279017,Bulgary
Imports,2012-06,1490411,Croatia
Imports,2012-06,35455,Cyprus
Imports,2012-06,47671966,Czech_Republic
Imports,2012-06,45120077,Denmark
Imports,2012-06,12084918,Estonia
Imports,2012-06,1206737,European_Community
Imports,2012-06,35664190,Finland
Imports,2012-06,251222902,France
Imports,2012-06,1190895903,Germany
Imports,2012-06,15901659,Greece
Imports,2012-06,43426636,Hungary
Imports,2012-06,77149864,Ireland
Imports,2012-06,528708955,Italy
Imports,2012-06,813716,Latvia
Imports,2012-06,1367624,Lithuania
Imports,2012-06,5090788,Luxembourg
Imports,2012-06,10033102,Malta
Imports,2012-06,448404196,Netherlands
Imports,2012-06,45768790,Poland
Imports,2012-06,27382447,Portugal
Imports,2012-06,8896425,Romania
Imports,2012-06,11436705,Slovakia
Imports,2012-06,6932221,Slovenia
Imports,2012-06,292183923,Spain
Imports,2012-06,132474988,Sweden
Imports,2012-07,79684896,Austria
Imports,2012-07,81413072,Belgium
Imports,2012-07,3853928,Bulgary
Imports,2012-07,2112420,Croatia
Imports,2012-07,366453,Cyprus
Imports,2012-07,64037897,Czech_Republic
Imports,2012-07,41185122,Denmark
Imports,2012-07,10059462,Estonia
Imports,2012-07,1535081,European_Community
Imports,2012-07,37885778,Finland
Imports,2012-07,277289574,France
Imports,2012-07,1153444461,Germany
Imports,2012-07,14222002,Greece
Imports,2012-07,50471259,Hungary
Imports,2012-07,102254757,Ireland
Imports,2012-07,472795752,Italy
Imports,2012-07,963531,Latvia
Imports,2012-07,2595525,Lithuania
Imports,2012-07,5598522,Luxembourg
Imports,2012-07,3134067,Malta
Imports,2012-07,245713244,Netherlands
Imports,2012-07,74906390,Poland
Imports,2012-07,28809290,Portugal
Imports,2012-07,16980679,Romania
Imports,2012-07,11897330,Slovakia
Imports,2012-07,8101179,Slovenia
Imports,2012-07,341082033,Spain
Imports,2012-07,100721925,Sweden
Imports,2012-08,81752795,Austria
Imports,2012-08,90625658,Belgium
Imports,2012-08,3809870,Bulgary
Imports,2012-08,2277888,Croatia
Imports,2012-08,323502,Cyprus
Imports,2012-08,68461257,Czech_Republic
Imports,2012-08,43904144,Denmark
Imports,2012-08,11140674,Estonia
Imports,2012-08,2488087,European_Community
Imports,2012-08,44879168,Finland
Imports,2012-08,288396757,France
Imports,2012-08,1239025546,Germany
Imports,2012-08,10280551,Greece
Imports,2012-08,72615200,Hungary
Imports,2012-08,86946397,Ireland
Imports,2012-08,533193101,Italy
Imports,2012-08,681776,Latvia
Imports,2012-08,1204446,Lithuania
Imports,2012-08,7195667,Luxembourg
Imports,2012-08,8980123,Malta
Imports,2012-08,531890271,Netherlands
Imports,2012-08,58036202,Poland
Imports,2012-08,36997181,Portugal
Imports,2012-08,19909850,Romania
Imports,2012-08,15007144,Slovakia
Imports,2012-08,9664950,Slovenia
Imports,2012-08,370519320,Spain
Imports,2012-08,129235160,Sweden
Imports,2012-09,58538827,Austria
Imports,2012-09,56200326,Belgium
Imports,2012-09,3658675,Bulgary
Imports,2012-09,1811674,Croatia
Imports,2012-09,240904,Cyprus
